"","iso3","country","hdicode","year","hdi","le","eys","mys","gnipc"
"790","CAF","Central African Republic","Low",2020,0.389,54.604,7.285887393,3.9531639,900.8032793
"791","CAF","Central African Republic","Low",2021,0.387,53.895,7.285887393,3.9531639,900.4155606
"792","CAF","Central African Republic","Low",2022,0.387,54.477,7.285887393,3.9531639,869.11237
"793","CHL","Chile","Very High",1990,0.705,72.574,12.74779872,8.387270623,9302.786094
"794","CHL","Chile","Very High",1991,0.714,73.574,12.73688984,8.466750993,9876.861493
"795","CHL","Chile","Very High",1992,0.722,74.135,12.7259903,8.546231363,10895.25699
"796","CHL","Chile","Very High",1993,0.716,74.195,11.73915958,8.625711733,11503.52562
"797","CHL","Chile","Very High",1994,0.722,74.614,11.91450367,8.705192103,11786.4719
"798","CHL","Chile","Very High",1995,0.728,74.609,12.08984776,8.784672473,12708.47824
"799","CHL","Chile","Very High",1996,0.735,74.899,12.26519184,8.857878077,13461.31832
"800","CHL","Chile","Very High",1997,0.744,75.596,12.44053593,8.931083681,14285.47084
"801","CHL","Chile","Very High",1998,0.749,75.669,12.61588001,9.004289285,14800.68814
"802","CHL","Chile","Very High",1999,0.756,76.018,13.08310032,9.077494889,14505.38661
"803","CHL","Chile","Very High",2000,0.763,76.87,13.13626003,9.150700493,14965.909
"804","CHL","Chile","Very High",2001,0.767,76.773,13.33110523,9.288745346,15298.65217
"805","CHL","Chile","Very High",2002,0.775,77.445,13.52595043,9.426790199,15542.03015
"806","CHL","Chile","Very High",2003,0.78,77.387,13.74680042,9.564835053,15918.80923
"807","CHL","Chile","Very High",2004,0.787,77.616,14.06828022,9.702879906,16392.18254
"808","CHL","Chile","Very High",2005,0.795,78.016,14.38132,9.736940066,17046.35547
"809","CHL","Chile","Very High",2006,0.796,78.261,14.31814957,9.771000226,17211.43564
"810","CHL","Chile","Very High",2007,0.801,77.826,14.70213032,9.805060387,18080.78929
"811","CHL","Chile","Very High",2008,0.812,78.484,14.85708046,10.1062603,19131.06769
"812","CHL","Chile","Very High",2009,0.811,78.741,14.88204002,9.97935009,18917.49378
"813","CHL","Chile","Very High",2010,0.813,78.501,15.09842968,9.85243988,19825.32272
"814","CHL","Chile","Very High",2011,0.816,79.11,15.31116009,9.544130325,20340.00784
"815","CHL","Chile","Very High",2012,0.824,79.023,15.41316986,9.776545048,22185.81902
"816","CHL","Chile","Very High",2013,0.837,79.339,16.10619926,10.00895977,22956.33749
"817","CHL","Chile","Very High",2014,0.841,79.473,16.26062965,10.13243484,23148.29938
"818","CHL","Chile","Very High",2015,0.846,79.746,16.39200974,10.25590992,23886.42804
"819","CHL","Chile","Very High",2016,0.851,80.079,16.49542999,10.42321491,23933.09899
"820","CHL","Chile","Very High",2017,0.854,80.35,16.53348923,10.59051991,23592.6732
"821","CHL","Chile","Very High",2018,0.856,80.133,16.60621071,10.76136507,24051.74655
"822","CHL","Chile","Very High",2019,0.859,80.326,16.64357948,10.9349663,23892.70513
"823","CHL","Chile","Very High",2020,0.849,79.377,16.34049988,11.11136804,21509.35879
"824","CHL","Chile","Very High",2021,0.856,78.944,16.76792908,11.11136804,23852.84341
"825","CHL","Chile","Very High",2022,0.86,79.519,16.76792908,11.11136804,24430.99593
"826","CHN","China","High",1990,0.482,68.005,8.605669975,4.143789768,1425.257315
"827","CHN","China","High",1991,0.489,68.169,8.595879555,4.322265768,1533.782148
"828","CHN","China","High",1992,0.501,68.734,8.599749565,4.500741768,1729.802757
"829","CHN","China","High",1993,0.512,69.216,8.60599041,4.679217768,1945.10019
"830","CHN","China","High",1994,0.522,69.52,8.580659866,4.857693768,2178.377089
"831","CHN","China","High",1995,0.532,70.008,8.725359917,5.036169767,2361.387409
"832","CHN","China","High",1996,0.543,70.266,8.975049973,5.214645767,2571.202181
"833","CHN","China","High",1997,0.554,70.672,9.136859894,5.393121767,2786.750799
"834","CHN","China","High",1998,0.565,71.172,9.392760038,5.571597767,2964.656868
"835","CHN","China","High",1999,0.575,71.419,9.648660183,5.750073767,3171.528369
"836","CHN","China","High",2000,0.586,71.881,9.904560328,5.928549767,3416.481283
"837","CHN","China","High",2001,0.597,72.606,10.16046047,6.008342791,3666.403293
"838","CHN","China","High",2002,0.608,72.985,10.5064764,6.088135815,3988.393541
"839","CHN","China","High",2003,0.619,73.371,10.85249233,6.167928839,4376.641403
"840","CHN","China","High",2004,0.631,73.748,11.19850826,6.247721863,4805.650617
"841","CHN","China","High",2005,0.643,74.111,11.54452419,6.327514887,5299.359222
"842","CHN","China","High",2006,0.656,74.504,11.89054012,6.407307911,5969.087855
"843","CHN","China","High",2007,0.668,74.762,12.20328999,6.487100935,6810.158179
"844","CHN","China","High",2008,0.678,74.872,12.51947975,6.566893959,7457.823582
"845","CHN","China","High",2009,0.689,75.343,12.85252953,6.646686983,8056.028397
"846","CHN","China","High",2010,0.698,75.599,13.04319954,6.726480007,8846.375168
"847","CHN","China","High",2011,0.706,75.903,13.15779018,6.862735033,9589.871626
"848","CHN","China","High",2012,0.715,76.192,13.28357029,6.998990059,10346.76811
"849","CHN","China","High",2013,0.723,76.452,13.5112315,7.135245085,11012.3724
"850","CHN","China","High",2014,0.732,76.717,13.7427945,7.271500111,11866.35342
"851","CHN","China","High",2015,0.741,76.977,13.97832615,7.407755136,12552.18456
"852","CHN","China","High",2016,0.749,77.218,14.21789447,7.544010162,13332.38578
"853","CHN","China","High",2017,0.757,77.248,14.46156865,7.680265188,14224.86876
"854","CHN","China","High",2018,0.766,77.744,14.70941905,7.816520214,15067.74311
"855","CHN","China","High",2019,0.775,77.968,14.96151725,7.960391283,15933.62146
"856","CHN","China","High",2020,0.781,78.077,15.21793605,8.106910446,16167.83072
"857","CHN","China","High",2021,0.785,78.211,15.21793605,8.106910446,17499.16075
"858","CHN","China","High",2022,0.788,78.587,15.21793605,8.106910446,18024.88747
"859","COL","Colombia","High",1990,0.614,68.644,9.167188807,6.340998417,8054.813305
"860","COL","Colombia","High",1991,0.622,68.813,9.698809624,6.39219122,8094.480599
"861","COL","Colombia","High",1992,0.631,69.038,10.26126003,6.443797317,8290.867446
"862","COL","Colombia","High",1993,0.637,69.342,10.41952991,6.495820045,8643.444566
"863","COL","Colombia","High",1994,0.643,69.613,10.52149963,6.54826277,9058.024654
"864","COL","Colombia","High",1995,0.647,69.933,10.55655956,6.600705494,9359.493056
"865","COL","Colombia","High",1996,0.654,70.189,11.07009983,6.653148218,9341.902594
"866","COL","Colombia","High",1997,0.661,70.492,11.42187977,6.705590942,9485.167725
"867","COL","Colombia","High",1998,0.666,70.738,11.77365971,6.758033666,9421.122491
"868","COL","Colombia","High",1999,0.665,70.926,11.71802044,6.81047639,8887.309223
"869","COL","Colombia","High",2000,0.672,71.32,12.15445042,6.862919114,8951.095656
"870","COL","Colombia","High",2001,0.674,71.502,12.15618515,6.915361838,8935.03927
"871","COL","Colombia","High",2002,0.676,71.939,12.15791988,6.967804562,9000.437442
"872","COL","Colombia","High",2003,0.683,72.361,12.40696001,7.020247286,9150.525656
"873","COL","Colombia","High",2004,0.689,72.695,12.65600014,7.07269001,9493.243988
"874","COL","Colombia","High",2005,0.701,73.081,13.17887974,7.284200191,9905.979478
"875","COL","Colombia","High",2006,0.703,73.468,13.52441025,6.803120136,10423.06308
"876","COL","Colombia","High",2007,0.715,73.837,13.78964996,7.188660145,10938.93351
"877","COL","Colombia","High",2008,0.722,74.295,13.99300003,7.321400166,11113.6822
"878","COL","Colombia","High",2009,0.728,74.742,14.43908978,7.247399807,11169.2851
"879","COL","Colombia","High",2010,0.732,75.033,14.41386032,7.393869877,11472.10244
"880","COL","Colombia","High",2011,0.738,75.32,14.50032043,7.518929958,12027.97526
"881","COL","Colombia","High",2012,0.739,75.597,14.18010044,7.625860214,12421.56175
"882","COL","Colombia","High",2013,0.75,75.827,14.7003603,7.833469868,12981.46723
"883","COL","Colombia","High",2014,0.755,76.043,14.60217953,7.992390156,13531.03522
"884","COL","Colombia","High",2015,0.758,76.257,14.64527988,8.047450066,14032.54315
"885","COL","Colombia","High",2016,0.763,76.471,14.76609039,8.221500397,14202.42229
"886","COL","Colombia","High",2017,0.765,76.646,14.73616982,8.362985134,14089.49252
"887","COL","Colombia","High",2018,0.766,76.748,14.62864017,8.504469872,14064.30242
"888","COL","Colombia","High",2019,0.768,76.752,14.52388,8.643030167,14293.69558
"889","COL","Colombia","High",2020,0.756,74.769,14.3924799,8.862859726,13219.78107
"890","COL","Colombia","High",2021,0.752,72.83,14.43749046,8.862859726,14402.64416
"891","COL","Colombia","High",2022,0.758,73.659,14.43749046,8.862859726,15013.92724
"892","COG","Congo - Brazzaville","Medium",1990,0.541,55.926,11.11108971,5.860829425,4320.851334
"893","COG","Congo - Brazzaville","Medium",1991,0.538,55.243,10.84885025,6.039724902,4352.372496
"894","COG","Congo - Brazzaville","Medium",1992,0.536,54.663,10.69184017,6.218620379,4455.562336
"895","COG","Congo - Brazzaville","Medium",1993,0.53,54.146,10.50271711,6.397515855,4077.458565
"896","COG","Congo - Brazzaville","Medium",1994,0.525,53.738,10.31359406,6.576411332,3849.832269
"897","COG","Congo - Brazzaville","Medium",1995,0.515,53.644,10.124471,6.755306809,3129.988983
"898","COG","Congo - Brazzaville","Medium",1996,0.514,53.491,9.935347939,6.856769915,3159.914076
"899","COG","Congo - Brazzaville","Medium",1997,0.483,47.19,9.74622488,6.958233021,3470.752858
"900","COG","Congo - Brazzaville","Medium",1998,0.508,50.894,9.557101822,7.059696128,3822.195546
"901","COG","Congo - Brazzaville","Medium",1999,0.509,52.757,9.367978764,7.161159234,3200.889389
"902","COG","Congo - Brazzaville","Medium",2000,0.509,53.682,9.178855705,7.26262234,2970.375681
"903","COG","Congo - Brazzaville","Medium",2001,0.515,54.395,8.989732647,7.310683811,3195.031651
"904","COG","Congo - Brazzaville","Medium",2002,0.518,55.088,8.800609589,7.358745283,3269.927531
"905","COG","Congo - Brazzaville","Medium",2003,0.52,55.948,8.589189529,7.406806754,3175.255182
"906","COG","Congo - Brazzaville","Medium",2004,0.525,56.986,8.799640656,7.454868225,3019.128267
"907","COG","Congo - Brazzaville","Medium",2005,0.539,58.126,9.010091782,7.502929697,3387.866765
"908","COG","Congo - Brazzaville","Medium",2006,0.552,58.878,9.220542908,7.516280106,3947.843277
"909","COG","Congo - Brazzaville","Medium",2007,0.553,59.643,9.430994034,7.529630514,3559.497543
"910","COG","Congo - Brazzaville","Medium",2008,0.561,60.426,9.64144516,7.542980923,3725.990047
"911","COG","Congo - Brazzaville","Medium",2009,0.574,61.088,9.851896286,7.556331332,4323.090428
"912","COG","Congo - Brazzaville","Medium",2010,0.581,61.683,10.06234741,7.56968174,4464.773481
"913","COG","Congo - Brazzaville","Medium",2011,0.584,61.992,10.27279854,7.687165337,4290.964875
"914","COG","Congo - Brazzaville","Medium",2012,0.595,62.317,10.48324966,7.804648934,4835.445078
"915","COG","Congo - Brazzaville","Medium",2013,0.6,62.695,10.70739212,7.92213253,4861.756348
"916","COG","Congo - Brazzaville","Medium",2014,0.609,62.95,10.93632698,8.039616127,5275.769808
"917","COG","Congo - Brazzaville","Medium",2015,0.61,63.233,11.17015669,8.157099724,4871.462082
"918","COG","Congo - Brazzaville","Medium",2016,0.606,63.577,11.40898591,8.175790296,4133.78651
"919","COG","Congo - Brazzaville","Medium",2017,0.6,63.76,11.65292155,8.194480868,3501.636816
"920","COG","Congo - Brazzaville","Medium",2018,0.603,64.053,11.90207278,8.21317144,3474.033423
"921","COG","Congo - Brazzaville","Medium",2019,0.596,62.747,12.15655111,8.231862013,3230.177098
"922","COG","Congo - Brazzaville","Medium",2020,0.598,63.785,12.41647044,8.250552585,2947.117055
"923","COG","Congo - Brazzaville","Medium",2021,0.598,63.519,12.41647044,8.250552585,3038.124886
"924","COG","Congo - Brazzaville","Medium",2022,0.593,63.053,12.41647044,8.250552585,2902.808037
"925","COD","Congo - Kinshasa","Low",1990,0.377,48.601,6.191844261,3.516495009,1633.639887
"926","COD","Congo - Kinshasa","Low",1991,0.377,48.948,6.262680053,3.725921823,1448.403465
"927","COD","Congo - Kinshasa","Low",1992,0.375,49.244,6.334326219,3.935348637,1253.664528
"928","COD","Congo - Kinshasa","Low",1993,0.372,49.551,6.406792029,4.144775451,1080.65848
"929","COD","Congo - Kinshasa","Low",1994,0.369,49.884,6.480086862,4.354202265,928.2228098
"930","COD","Congo - Kinshasa","Low",1995,0.372,50.411,6.5542202,4.563629078,877.4273298
"931","COD","Congo - Kinshasa","Low",1996,0.372,49.307,6.630936861,4.679282692,922.3916858
"932","COD","Congo - Kinshasa","Low",1997,0.374,50.402,6.707653522,4.794936306,852.4033573
"933","COD","Congo - Kinshasa","Low",1998,0.371,49.696,6.784370184,4.910589919,823.6099221
"934","COD","Congo - Kinshasa","Low",1999,0.368,49.945,6.861086845,5.026243533,739.5545061
"935","COD","Congo - Kinshasa","Low",2000,0.376,51.781,6.937803507,5.141897147,719.0529603
"936","COD","Congo - Kinshasa","Low",2001,0.373,52.116,7.014520168,5.20128684,662.0357196
"937","COD","Congo - Kinshasa","Low",2002,0.376,52.333,7.09123683,5.260676533,672.7434858
"938","COD","Congo - Kinshasa","Low",2003,0.382,52.827,7.167953491,5.320066227,694.872022
"939","COD","Congo - Kinshasa","Low",2004,0.388,53.426,7.244670153,5.37945592,716.4190545
"940","COD","Congo - Kinshasa","Low",2005,0.392,53.927,7.321386814,5.438845614,727.5172759
"941","COD","Congo - Kinshasa","Low",2006,0.397,54.534,7.398103476,5.479480667,749.8035581
"942","COD","Congo - Kinshasa","Low",2007,0.401,54.923,7.474820137,5.520115721,765.9446061
"943","COD","Congo - Kinshasa","Low",2008,0.41,55.339,8.197680473,5.560750774,766.6702174
"944","COD","Congo - Kinshasa","Low",2009,0.416,55.836,8.352589607,5.601385828,782.8943254
"945","COD","Congo - Kinshasa","Low",2010,0.424,56.417,8.690759659,5.642020881,809.7331854
"946","COD","Congo - Kinshasa","Low",2011,0.432,57.069,9.02892971,5.748297175,826.8531901
"947","COD","Congo - Kinshasa","Low",2012,0.434,57.248,8.892789841,5.854573468,848.942355
"948","COD","Congo - Kinshasa","Low",2013,0.44,57.762,9.145159721,5.960849762,853.07681
"949","COD","Congo - Kinshasa","Low",2014,0.45,58.296,9.20597948,6.227059841,906.9124994
"950","COD","Congo - Kinshasa","Low",2015,0.457,58.49,9.26720372,6.49326992,953.8092882
"951","COD","Congo - Kinshasa","Low",2016,0.466,59.066,9.328835131,6.75948,1005.01751
"952","COD","Congo - Kinshasa","Low",2017,0.469,59.411,9.390876421,6.903520107,994.636615
"953","COD","Congo - Kinshasa","Low",2018,0.474,59.942,9.453330315,7.047560215,1006.872209
"954","COD","Congo - Kinshasa","Low",2019,0.476,60.276,9.516199559,7.126862507,998.122451
"955","COD","Congo - Kinshasa","Low",2020,0.477,59.739,9.579486913,7.206164799,1016.936704
"956","COD","Congo - Kinshasa","Low",2021,0.475,59.193,9.579486913,7.206164799,1023.863411
"957","COD","Congo - Kinshasa","Low",2022,0.481,59.743,9.579486913,7.206164799,1080.138308
"958","CRI","Costa Rica","Very High",1990,0.659,76.63,9.739709854,6.246158944,9381.0255
"959","CRI","Costa Rica","Very High",1991,0.662,76.591,9.978110313,6.207062733,9537.263146
"960","CRI","Costa Rica","Very High",1992,0.673,76.627,10.24223995,6.489623811,10179.63677
"961","CRI","Costa Rica","Very High",1993,0.681,76.703,10.39446497,6.7170524,10650.85026
"962","CRI","Costa Rica","Very High",1994,0.684,76.67,10.54668999,6.73303985,11003.08651
"963","CRI","Costa Rica","Very High",1995,0.69,76.552,10.698915,6.962734944,11144.96184
"964","CRI","Costa Rica","Very High",1996,0.692,76.804,10.85114002,6.941064556,11087.58534
"965","CRI","Costa Rica","Very High",1997,0.699,77.07,11.00336504,7.114540012,11424.99402
"966","CRI","Costa Rica","Very High",1998,0.705,76.896,11.15559006,7.321519931,11853.95147
"967","CRI","Costa Rica","Very High",1999,0.707,77.138,11.30781507,7.30533652,11895.06534
"968","CRI","Costa Rica","Very High",2000,0.709,77.586,11.46004009,7.142045964,12000.36025
"969","CRI","Costa Rica","Very High",2001,0.714,77.545,11.61226511,7.332145083,12190.95763
"970","CRI","Costa Rica","Very High",2002,0.721,77.983,11.76449013,7.485752501,12399.23685
"971","CRI","Costa Rica","Very High",2003,0.726,78.072,11.91671515,7.633359768,12731.34148
"972","CRI","Costa Rica","Very High",2004,0.731,78.331,12.06894016,7.666705062,13150.87934
"973","CRI","Costa Rica","Very High",2005,0.739,78.505,12.34011868,7.825407987,13543.77642
"974","CRI","Costa Rica","Very High",2006,0.745,78.514,12.6112972,7.836508898,14454.02198
"975","CRI","Costa Rica","Very High",2007,0.754,78.462,12.88247572,8.012720108,15479.90009
"976","CRI","Costa Rica","Very High",2008,0.762,78.445,13.15365423,8.288009644,16094.49154
"977","CRI","Costa Rica","Very High",2009,0.765,78.672,13.42483275,8.359669685,15528.73779
"978","CRI","Costa Rica","Very High",2010,0.769,78.67,13.69601127,8.230690002,16160.57354
"979","CRI","Costa Rica","Very High",2011,0.778,79.348,13.96718979,8.351329803,16639.75824
"980","CRI","Costa Rica","Very High",2012,0.782,79.283,14.13411999,8.412119865,17279.65217
"981","CRI","Costa Rica","Very High",2013,0.787,79.403,14.33946991,8.581184864,17417.48018
"982","CRI","Costa Rica","Very High",2014,0.79,78.774,14.63490963,8.750249863,17749.45381
"983","CRI","Costa Rica","Very High",2015,0.792,79.086,14.69305038,8.584500313,18160.93969
"984","CRI","Costa Rica","Very High",2016,0.796,79.459,14.81766033,8.564390182,18735.0019
"985","CRI","Costa Rica","Very High",2017,0.8,79.377,15.06278992,8.643780231,19114.77105
"986","CRI","Costa Rica","Very High",2018,0.804,79.484,15.22842026,8.72317028,19411.1913
"987","CRI","Costa Rica","Very High",2019,0.811,79.427,15.8384304,8.763615131,19584.57771
"988","CRI","Costa Rica","Very High",2020,0.811,79.277,16.09200378,8.804059982,18631.60779
"989","CRI","Costa Rica","Very High",2021,0.804,77.023,16.09200378,8.804059982,19913.07739
"990","CRI","Costa Rica","Very High",2022,0.806,77.32,16.09200378,8.804059982,20248.38031
"991","CIV","Côte d’Ivoire","Low",1990,0.425,52.603,5.348631403,4.585823318,2861.19546
"992","CIV","Côte d’Ivoire","Low",1991,0.426,52.323,5.452453121,4.792634958,2722.826283
"993","CIV","Côte d’Ivoire","Low",1992,0.428,52.138,5.55829011,4.999446597,2654.233463
"994","CIV","Côte d’Ivoire","Low",1993,0.431,51.925,5.666181491,5.206258237,2588.694654
"995","CIV","Côte d’Ivoire","Low",1994,0.434,51.737,5.776167139,5.413069877,2599.924258
"996","CIV","Côte d’Ivoire","Low",1995,0.44,51.61,5.888287707,5.619881517,2698.968844
"997","CIV","Côte d’Ivoire","Low",1996,0.446,51.52,6.002584636,5.957074408,2738.937062
"998","CIV","Côte d’Ivoire","Low",1997,0.454,51.449,6.11910017,6.294267299,2894.091253
"999","CIV","Côte d’Ivoire","Low",1998,0.459,51.108,6.237877375,6.63146019,2946.790144
"1000","CIV","Côte d’Ivoire","Low",1999,0.456,50.957,6.358960152,6.509348929,2847.48535
"1001","CIV","Côte d’Ivoire","Low",2000,0.454,50.842,6.487278112,6.387237668,2777.411129
"1002","CIV","Côte d’Ivoire","Low",2001,0.453,50.81,6.615596072,6.265126407,2721.813638
"1003","CIV","Côte d’Ivoire","Low",2002,0.451,50.886,6.743914032,6.143015146,2613.705314
"1004","CIV","Côte d’Ivoire","Low",2003,0.45,50.954,6.872231992,6.020903885,2537.635992
"1005","CIV","Côte d’Ivoire","Low",2004,0.451,51.363,7.000549952,5.898792624,2519.287947
"1006","CIV","Côte d’Ivoire","Low",2005,0.453,51.824,7.128867912,5.776681364,2505.537046
"1007","CIV","Côte d’Ivoire","Low",2006,0.455,52.355,7.257185872,5.654570103,2486.21921
"1008","CIV","Côte d’Ivoire","Low",2007,0.458,52.97,7.385503832,5.532458842,2476.523601
"1009","CIV","Côte d’Ivoire","Low",2008,0.461,53.653,7.513821793,5.410347581,2492.569279
"1010","CIV","Côte d’Ivoire","Low",2009,0.465,54.394,7.642139753,5.28823632,2562.097626
"1011","CIV","Côte d’Ivoire","Low",2010,0.47,55.023,7.770457713,5.166125059,2670.426555
"1012","CIV","Côte d’Ivoire","Low",2011,0.468,55.52,7.898775673,5.044013798,2483.812121
"1013","CIV","Côte d’Ivoire","Low",2012,0.474,56.158,8.027093633,4.921902537,2654.962055
"1014","CIV","Côte d’Ivoire","Low",2013,0.48,56.748,8.155411593,4.799791276,2841.451299
"1015","CIV","Côte d’Ivoire","Low",2014,0.499,57.208,8.283729553,4.677680016,4155.854098
"1016","CIV","Côte d’Ivoire","Low",2015,0.501,57.762,8.547829628,4.308879972,4325.225334
"1017","CIV","Côte d’Ivoire","Low",2016,0.506,58.06,9.07269001,3.940079927,4515.507616
"1018","CIV","Côte d’Ivoire","Low",2017,0.515,58.48,9.474160194,4.014304353,4694.303658
"1019","CIV","Côte d’Ivoire","Low",2018,0.522,58.849,9.697870255,4.088528779,4806.422905
"1020","CIV","Côte d’Ivoire","Low",2019,0.529,59.319,9.921580315,4.162753204,4990.608151
"1021","CIV","Côte d’Ivoire","Low",2020,0.53,59.032,10.10165024,4.23697763,4938.491925
"1022","CIV","Côte d’Ivoire","Low",2021,0.53,58.598,10.10165024,4.23697763,5156.435765
"1023","CIV","Côte d’Ivoire","Low",2022,0.534,58.916,10.10165024,4.23697763,5376.396062
"1024","CUB","Cuba","High",1990,0.684,74.039,12.60223961,8.794557697,5254.767284
"1025","CUB","Cuba","High",1991,0.678,74.093,12.52694988,8.942269906,4667.303907
"1026","CUB","Cuba","High",1992,0.671,74.162,12.36981964,9.089982115,4116.573864
"1027","CUB","Cuba","High",1993,0.662,74.261,12.27513027,9.237694325,3483.09519
"1028","CUB","Cuba","High",1994,0.659,74.411,11.70328045,9.385406534,3491.729852
"1029","CUB","Cuba","High",1995,0.661,74.623,11.52468967,9.533118744,3541.308523
"1030","CUB","Cuba","High",1996,0.672,74.903,11.97091961,9.62629106,3816.200957
"1031","CUB","Cuba","High",1997,0.676,75.222,11.95853043,9.719463377,3912.348403
"1032","CUB","Cuba","High",1998,0.68,75.564,12.09601498,9.812635694,3912.233281
"1033","CUB","Cuba","High",1999,0.687,75.893,12.23349953,9.90580801,4137.826531
"1034","CUB","Cuba","High",2000,0.694,76.183,12.44509983,9.998980327,4358.602934
"1035","CUB","Cuba","High",2001,0.701,76.421,12.71877003,10.08533516,4504.573989
"1036","CUB","Cuba","High",2002,0.706,76.612,13.05060005,10.17168999,4559.6451
"1037","CUB","Cuba","High",2003,0.714,76.773,13.4489603,10.30446396,4717.900087
"1038","CUB","Cuba","High",2004,0.728,76.912,14.38751984,10.43723793,4971.458978
"1039","CUB","Cuba","High",2005,0.741,77.047,14.8090601,10.5700119,5530.208371
"1040","CUB","Cuba","High",2006,0.761,77.179,16.06064034,10.70278587,6209.164128
"1041","CUB","Cuba","High",2007,0.775,77.307,17.0396595,10.83555984,6623.135993
"1042","CUB","Cuba","High",2008,0.784,77.429,17.52378082,10.96833382,6884.921853
"1043","CUB","Cuba","High",2009,0.784,77.548,17.29636002,11.10110779,6916.018671
"1044","CUB","Cuba","High",2010,0.779,77.661,16.27037048,11.23388176,7107.366451
"1045","CUB","Cuba","High",2011,0.776,77.76,15.49761963,11.36665573,7352.238416
"1046","CUB","Cuba","High",2012,0.771,77.833,14.61526966,11.4994297,7580.792638
"1047","CUB","Cuba","High",2013,0.766,77.87,13.98764038,11.38002832,7793.665262
"1048","CUB","Cuba","High",2014,0.766,77.853,14.04951,11.26062693,7859.156394
"1049","CUB","Cuba","High",2015,0.765,77.772,13.85789013,11.14122554,8204.135286
"1050","CUB","Cuba","High",2016,0.763,77.643,13.86410999,11.02182416,8234.636499
"1051","CUB","Cuba","High",2017,0.764,77.529,14.06610012,10.90242277,8388.369
"1052","CUB","Cuba","High",2018,0.765,77.496,14.20104027,10.78302138,8576.525427
"1053","CUB","Cuba","High",2019,0.766,77.611,14.3487196,10.66362,8568.631766
"1054","CUB","Cuba","High",2020,0.759,77.567,14.42603016,10.54807197,7641.311661
"1055","CUB","Cuba","High",2021,0.742,73.683,14.46930027,10.54807197,7767.608571
"1056","CUB","Cuba","High",2022,0.764,78.155,14.46930027,10.54807197,7953.448426
"1057","CYP","Cyprus","Very High",1990,0.733,73.539,10.67582622,8.298367536,25086.06836
"1058","CYP","Cyprus","Very High",1991,0.737,73.716,10.83719334,8.454519727,24642.24609
"1059","CYP","Cyprus","Very High",1992,0.746,74.177,11.00099957,8.613610268,26217.69336
"1060","CYP","Cyprus","Very High",1993,0.752,74.65,11.16728175,8.77569445,25802.52344
"1061","CYP","Cyprus","Very High",1994,0.758,74.72,11.33607732,8.937778632,26733.88086
"1062","CYP","Cyprus","Very High",1995,0.765,75.133,11.50742427,9.099862814,27212.56836
"1063","CYP","Cyprus","Very High",1996,0.771,75.522,11.68136116,9.261946996,27178.33008
"1064","CYP","Cyprus","Very High",1997,0.777,75.841,11.85792714,9.424031178,27322.88672
"1065","CYP","Cyprus","Very High",1998,0.789,76.182,12.03716194,9.58611536,31186.93359
"1066","CYP","Cyprus","Very High",1999,0.791,76.295,12.21910592,9.748199542,29635.21289
"1067","CYP","Cyprus","Very High",2000,0.797,76.568,12.40380001,9.910283724,30131.12109
"1068","CYP","Cyprus","Very High",2001,0.804,76.989,12.50660992,10.07236791,31446.98438
"1069","CYP","Cyprus","Very High",2002,0.816,77.487,12.97183037,10.23445209,32970.32813
"1070","CYP","Cyprus","Very High",2003,0.825,77.788,13.34300041,10.39653627,33779.96875
"1071","CYP","Cyprus","Very High",2004,0.83,77.944,13.46362972,10.55862045,34417.13281
"1072","CYP","Cyprus","Very High",2005,0.833,78.101,13.36178017,10.71990967,35767.47266
"1073","CYP","Cyprus","Very High",2006,0.839,78.371,13.39218998,10.96681976,36712.55859
"1074","CYP","Cyprus","Very High",2007,0.845,78.81,13.44102955,11.19272995,37413.60547
"1075","CYP","Cyprus","Very High",2008,0.853,78.981,13.6665802,11.28384972,39758.10938
"1076","CYP","Cyprus","Very High",2009,0.857,79.401,14.02830029,11.26194,38447.76953
"1077","CYP","Cyprus","Very High",2010,0.859,79.665,13.99242973,11.44206047,37877.30078
"1078","CYP","Cyprus","Very High",2011,0.863,79.999,13.94190979,11.57841015,38589.88672
"1079","CYP","Cyprus","Very High",2012,0.862,80.109,13.95650005,11.80556011,35515.22266
"1080","CYP","Cyprus","Very High",2013,0.863,80.402,14.1801796,11.87837982,33088.23047
"1081","CYP","Cyprus","Very High",2014,0.867,80.771,14.46158028,11.88368034,32370.76758
"1082","CYP","Cyprus","Very High",2015,0.874,80.966,14.82831001,11.86548042,34359.44531
"1083","CYP","Cyprus","Very High",2016,0.881,81.056,15.03357983,12.08658028,35206.46875
"1084","CYP","Cyprus","Very High",2017,0.891,81.328,15.50938988,12.18473005,37290.51563
"1085","CYP","Cyprus","Very High",2018,0.896,81.382,15.6956501,12.28287983,38657.61328
"1086","CYP","Cyprus","Very High",2019,0.901,81.397,16.0143795,12.36152506,39466.94922
"1087","CYP","Cyprus","Very High",2020,0.9,81.391,16.22817039,12.44017029,36715.75391
"1088","CYP","Cyprus","Very High",2021,0.901,81.203,16.24308968,12.44017029,38168.97656
"1089","CYP","Cyprus","Very High",2022,0.907,81.889,16.24308968,12.44017029,40136.89453
"1090","CZE","Czechia","Very High",1990,0.748,71.409,12.10068035,9.10276631,23880.293
"1091","CZE","Czechia","Very High",1991,0.746,71.97,12.02169037,9.287969589,21102.16546
"1092","CZE","Czechia","Very High",1992,0.747,72.33,11.74785995,9.476940982,20979.81107
"1093","CZE","Czechia","Very High",1993,0.755,72.853,11.96282959,9.665912374,20928.76775
